,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.022839397192001343,0.020629344508051872,0.0,0.0,0.0,0.0,0.025331879034638405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.024038834497332573,0.020921951159834862,0.018561797216534615,0.0,0.0,0.0,0.0,0.026935888454318047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.021356698125600815,0.019345855340361595,0.02335979975759983,0.0,0.0,0.0,0.0,0.034272074699401855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.019718045368790627,0.023401761427521706,0.029854487627744675,0.0,0.0,0.0,0.0,0.034117504954338074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.02341420389711857,0.029816752299666405,0.018556218594312668,0.0,0.0,0.0,0.0,0.03203761577606201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.02983597293496132,0.01870409958064556,0.0,0.0,0.0,0.0,0.0,0.02615269646048546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.024439632892608643,0.0,0.0,0.0,0.0,0.0,0.026003407314419746,0.027241362258791924,0.0,0.0,0.0,0.0,0.03833303600549698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.021784592419862747,0.0,0.0,0.0,0.0,0.025977421551942825,0.027246622368693352,0.03474136069417,0.0,0.0,0.0,0.0,0.02628418803215027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.01989370584487915,0.0,0.0,0.0,0.0,0.02723304182291031,0.03477456048130989,0.033687952905893326,0.0,0.0,0.0,0.0,0.02981789968907833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0233963280916214,0.0,0.0,0.0,0.0,0.0347883440554142,0.03368587791919708,0.03125391900539398,0.0,0.0,0.0,0.0,0.030273517593741417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.029861297458410263,0.0,0.0,0.0,0.0,0.03368610143661499,0.031227614730596542,0.02630089409649372,0.0,0.0,0.0,0.0,0.030990371480584145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.019047077745199203,0.0,0.0,0.0,0.0,0.031206713989377022,0.026305722072720528,0.0,0.0,0.0,0.0,0.0,0.03300035372376442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.025929970666766167,0.0,0.0,0.0,0.0,0.0,0.038520149886608124,0.026172488927841187,0.0,0.0,0.0,0.0,0.023484261706471443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
