,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027249740436673164,0.0,0.0,0.0,0.0,0.03851505368947983,0.026173753663897514,0.029860008507966995,0.0,0.0,0.0,0.0,0.0256030410528183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03480290621519089,0.0,0.0,0.0,0.0,0.026170318946242332,0.02987152338027954,0.03021986037492752,0.0,0.0,0.0,0.0,0.022389700636267662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03369249776005745,0.0,0.0,0.0,0.0,0.029870403930544853,0.030221303924918175,0.03102911449968815,0.0,0.0,0.0,0.0,0.022130124270915985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031168727204203606,0.0,0.0,0.0,0.0,0.0302159171551466,0.031027475371956825,0.03301670029759407,0.0,0.0,0.0,0.0,0.03190760686993599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026322275400161743,0.0,0.0,0.0,0.0,0.03103412501513958,0.03301989287137985,0.0,0.0,0.0,0.0,0.0,0.031478796154260635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03851707652211189,0.0,0.0,0.0,0.0,0.0,0.023505190387368202,0.025617072358727455,0.0,0.0,0.0,0.0,0.03545991703867912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02615242637693882,0.0,0.0,0.0,0.0,0.023506086319684982,0.025618860498070717,0.022399170324206352,0.0,0.0,0.0,0.0,0.031136227771639824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02988213300704956,0.0,0.0,0.0,0.0,0.025628238916397095,0.022394442930817604,0.022126026451587677,0.0,0.0,0.0,0.0,0.025258271023631096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03019391931593418,0.0,0.0,0.0,0.0,0.02238999493420124,0.02213420160114765,0.03189362958073616,0.0,0.0,0.0,0.0,0.024917684495449066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03103046864271164,0.0,0.0,0.0,0.0,0.022138509899377823,0.03188583254814148,0.03149043768644333,0.0,0.0,0.0,0.0,0.029256140813231468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03300807997584343,0.0,0.0,0.0,0.0,0.03189387172460556,0.03148844838142395,0.0,0.0,0.0,0.0,0.0,0.02332439459860325,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023526102304458618,0.0,0.0,0.0,0.0,0.0,0.03546537086367607,0.03112807124853134,0.0,0.0,0.0,0.0,0.025097621604800224,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02563365548849106,0.0,0.0,0.0,0.0,0.035468995571136475,0.03113589622080326,0.02526426501572132,0.0,0.0,0.0,0.0,0.030033839866518974,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02238808199763298,0.0,0.0,0.0,0.0,0.031131183728575706,0.025267601013183594,0.02491205371916294,0.0,0.0,0.0,0.0,0.0277570690959692,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022143004462122917,0.0,0.0,0.0,0.0,0.025267062708735466,0.02491583675146103,0.029258931055665016,0.0,0.0,0.0,0.0,0.023396609351038933,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318753719329834,0.0,0.0,0.0,0.0,0.024920102208852768,0.029266025871038437,0.023318808525800705,0.0,0.0,0.0,0.0,0.0240931436419487,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03149751201272011,0.0,0.0,0.0,0.0,0.029262838885188103,0.023319238796830177,0.0,0.0,0.0,0.0,0.0,0.03685208410024643
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035468682646751404,0.0,0.0,0.0,0.0,0.0,0.02509569749236107,0.03004922717809677,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031154464930295944,0.0,0.0,0.0,0.0,0.025111384689807892,0.030048320069909096,0.02777957171201706,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02524060197174549,0.0,0.0,0.0,0.0,0.03006073087453842,0.027775296941399574,0.02337903343141079,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024932485073804855,0.0,0.0,0.0,0.0,0.027779946103692055,0.023378346115350723,0.02409747987985611,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02923515997827053,0.0,0.0,0.0,0.0,0.023374157026410103,0.024101553484797478,0.036914873868227005
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023305224254727364,0.0,0.0,0.0,0.0,0.02410409040749073,0.03691323101520538
